generator,quality_score,route_category
template_v2,0.55,App Crash / UX Bug
template_v2,0.58125,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Delivery Failure
template_v2,0.55,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,App Crash / UX Bug
template_v2,0.6625,App Crash / UX Bug
template_v2,0.6142857142857143,App Crash / UX Bug
template_v2,0.55,App Crash / UX Bug
template_v2,0.7749999999999999,App Crash / UX Bug
template_v2,0.7,Delivery Failure
template_v2,0.6727272727272727,App Crash / UX Bug
template_v2,0.55,App Crash / UX Bug
template_v2,0.55,Refund & Payment Issues
template_v2,0.55,Delivery Failure
template_v2,0.6625,Delivery Failure
template_v2,0.55,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.5680000000000001,Fake/Counterfeit Product
template_v2,0.5660714285714286,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Delivery Failure
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Delivery Failure
template_v2,0.73,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.578125,Refund & Payment Issues
template_v2,0.5874999999999999,Fake/Counterfeit Product
template_v2,0.64,App Crash / UX Bug
template_v2,0.5660714285714286,Refund & Payment Issues
template_v2,0.5764705882352941,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.64,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.6318181818181818,App Crash / UX Bug
template_v2,0.55,App Crash / UX Bug
template_v2,0.5982142857142857,Refund & Payment Issues
template_v2,0.55,App Crash / UX Bug
template_v2,0.6142857142857143,Delivery Failure
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.7749999999999999,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.60625,App Crash / UX Bug
template_v2,0.7749999999999999,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.576865671641791,Refund & Payment Issues
template_v2,0.55,Delivery Failure
template_v2,0.8500000000000001,Fake/Counterfeit Product
template_v2,0.578125,App Crash / UX Bug
template_v2,0.5772727272727273,Refund & Payment Issues
template_v2,0.64,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.6625,App Crash / UX Bug
template_v2,0.73,App Crash / UX Bug
template_v2,0.55,Refund & Payment Issues
template_v2,0.7,App Crash / UX Bug
template_v2,0.7,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,App Crash / UX Bug
template_v2,0.7749999999999999,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.7136363636363636,App Crash / UX Bug
template_v2,0.55,Refund & Payment Issues
template_v2,0.73,App Crash / UX Bug
template_v2,0.5867346938775511,App Crash / UX Bug
template_v2,0.55,Refund & Payment Issues
template_v2,0.7,App Crash / UX Bug
template_v2,0.55,Delivery Failure
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.61,App Crash / UX Bug
template_v2,0.55,Delivery Failure
template_v2,0.55,App Crash / UX Bug
template_v2,0.55,Refund & Payment Issues
template_v2,0.5795081967213115,Refund & Payment Issues
template_v2,0.55,Delivery Failure
template_v2,0.6,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.7,Delivery Failure
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Refund & Payment Issues
template_v2,0.6210526315789473,Refund & Payment Issues
template_v2,0.604,App Crash / UX Bug
template_v2,0.625,App Crash / UX Bug
template_v2,0.55,Delivery Failure
template_v2,0.6625,Delivery Failure
template_v2,0.6499999999999999,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.64,Delivery Failure
template_v2,0.55,Delivery Failure
template_v2,0.6727272727272727,Delivery Failure
template_v2,0.55,Delivery Failure
template_v2,0.55,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.64,Delivery Failure
template_v2,0.55,App Crash / UX Bug
template_v2,0.5897058823529412,Refund & Payment Issues
template_v2,0.7,App Crash / UX Bug
template_v2,0.55,Delivery Failure
template_v2,0.7749999999999999,Refund & Payment Issues
template_v2,0.55,Delivery Failure
template_v2,0.55,Delivery Failure
template_v2,0.55,Delivery Failure
template_v2,0.5673076923076923,Fake/Counterfeit Product
template_v2,0.6625,App Crash / UX Bug
template_v2,0.59,Refund & Payment Issues
template_v2,0.625,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.5840909090909091,Refund & Payment Issues
template_v2,0.56875,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.60625,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.5860000000000001,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.5874999999999999,Refund & Payment Issues
template_v2,0.5973684210526315,App Crash / UX Bug
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.6192307692307693,Delivery Failure
template_v2,0.6625,Delivery Failure
template_v2,0.6625,App Crash / UX Bug
template_v2,0.6142857142857143,Delivery Failure
template_v2,0.5655172413793104,Refund & Payment Issues
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Fake/Counterfeit Product
template_v2,0.55,Delivery Failure
template_v3,0.5840909090909091,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.578125,Refund & Payment Issues
template_v3,0.6282608695652174,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.597872340425532,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.625,Delivery Failure
template_v3,0.625,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.6142857142857143,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5714285714285714,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.73,App Crash / UX Bug
template_v3,0.5909090909090908,Refund & Payment Issues
template_v3,0.64,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5640624999999999,Refund & Payment Issues
template_v3,0.5666666666666667,Refund & Payment Issues
template_v3,0.6,Delivery Failure
template_v3,0.595,Refund & Payment Issues
template_v3,0.55,Refund & Payment Issues
template_v3,0.604,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5982142857142857,Refund & Payment Issues
template_v3,0.7,Delivery Failure
template_v3,0.5673076923076923,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.7,App Crash / UX Bug
template_v3,0.5704545454545454,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.6625,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.6499999999999999,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5787234042553191,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.595,Fake/Counterfeit Product
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.5915384615384616,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6625,App Crash / UX Bug
template_v3,0.5874999999999999,Refund & Payment Issues
template_v3,0.5909090909090908,App Crash / UX Bug
template_v3,0.55,App Crash / UX Bug
template_v3,0.73,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.5928571428571429,Refund & Payment Issues
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.6271428571428572,App Crash / UX Bug
template_v3,0.73,App Crash / UX Bug
template_v3,0.6558823529411765,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.64,App Crash / UX Bug
template_v3,0.5640624999999999,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6086956521739131,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.73,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.64,App Crash / UX Bug
template_v3,0.6499999999999999,Delivery Failure
template_v3,0.5852941176470587,Refund & Payment Issues
template_v3,0.5874999999999999,Refund & Payment Issues
template_v3,0.575,Fake/Counterfeit Product
template_v3,0.5821428571428571,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.7,App Crash / UX Bug
template_v3,0.564516129032258,Refund & Payment Issues
template_v3,0.5846153846153845,Refund & Payment Issues
template_v3,0.64,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5795081967213115,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.73,App Crash / UX Bug
template_v3,0.6,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.6785714285714286,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.7,App Crash / UX Bug
template_v3,0.7,App Crash / UX Bug
template_v3,0.575,Refund & Payment Issues
template_v3,0.5909090909090908,App Crash / UX Bug
template_v3,0.5921875,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.5625,Fake/Counterfeit Product
template_v3,0.595,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.61,Refund & Payment Issues
template_v3,0.5921875,Refund & Payment Issues
template_v3,0.6,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.690625,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.595,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.6625,App Crash / UX Bug
template_v3,0.5775510204081633,Fake/Counterfeit Product
template_v3,0.5764705882352941,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6318181818181818,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.56125,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5821428571428571,Refund & Payment Issues
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5935483870967742,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.73,App Crash / UX Bug
template_v3,0.64,App Crash / UX Bug
template_v3,0.6,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.625,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,App Crash / UX Bug
template_v3,0.5921875,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6785714285714286,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6142857142857143,Delivery Failure
template_v3,0.55,App Crash / UX Bug
template_v3,0.6464285714285714,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5615384615384615,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5909090909090908,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6215909090909091,Refund & Payment Issues
template_v3,0.6142857142857143,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6625,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6,Refund & Payment Issues
template_v3,0.64,Delivery Failure
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.60625,Refund & Payment Issues
template_v3,0.71875,App Crash / UX Bug
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.625,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.595,Fake/Counterfeit Product
template_v3,0.6,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.7,Fake/Counterfeit Product
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.8200000000000001,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5891304347826087,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.5887931034482758,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.64,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,App Crash / UX Bug
template_v3,0.6785714285714286,App Crash / UX Bug
template_v3,0.5909090909090908,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.60625,Fake/Counterfeit Product
template_v3,0.625,App Crash / UX Bug
template_v3,0.6,App Crash / UX Bug
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.6625,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.55,App Crash / UX Bug
template_v3,0.5874999999999999,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.6625,App Crash / UX Bug
template_v3,0.6142857142857143,App Crash / UX Bug
template_v3,0.55,App Crash / UX Bug
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.6727272727272727,App Crash / UX Bug
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.6625,Delivery Failure
template_v3,0.55,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5680000000000001,Fake/Counterfeit Product
template_v3,0.5821428571428571,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.578125,Delivery Failure
template_v3,0.685,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6203125,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,App Crash / UX Bug
template_v3,0.5982142857142857,Refund & Payment Issues
template_v3,0.6029411764705882,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6522727272727273,App Crash / UX Bug
template_v3,0.6625,App Crash / UX Bug
template_v3,0.5901785714285714,Refund & Payment Issues
template_v3,0.55,App Crash / UX Bug
template_v3,0.6142857142857143,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.60625,App Crash / UX Bug
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5902985074626865,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5640624999999999,App Crash / UX Bug
template_v3,0.5772727272727273,Refund & Payment Issues
template_v3,0.64,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.71875,App Crash / UX Bug
template_v3,0.73,App Crash / UX Bug
template_v3,0.6192307692307693,Refund & Payment Issues
template_v3,0.7,App Crash / UX Bug
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,App Crash / UX Bug
template_v3,0.7749999999999999,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6727272727272727,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.73,App Crash / UX Bug
template_v3,0.5867346938775511,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.625,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.6558823529411765,Fake/Counterfeit Product
template_v3,0.5800000000000001,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.55,App Crash / UX Bug
template_v3,0.55,Refund & Payment Issues
template_v3,0.5868852459016394,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.6,App Crash / UX Bug
template_v3,0.5725,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.7,Delivery Failure
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Refund & Payment Issues
template_v3,0.5973684210526315,Refund & Payment Issues
template_v3,0.604,App Crash / UX Bug
template_v3,0.6,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.6625,Delivery Failure
template_v3,0.6499999999999999,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.5909090909090908,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.6,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.64,Delivery Failure
template_v3,0.55,App Crash / UX Bug
template_v3,0.6029411764705882,Refund & Payment Issues
template_v3,0.7,App Crash / UX Bug
template_v3,0.55,Delivery Failure
template_v3,0.7,Refund & Payment Issues
template_v3,0.55,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.55,Delivery Failure
template_v3,0.5846153846153845,Fake/Counterfeit Product
template_v3,0.6625,App Crash / UX Bug
template_v3,0.6,Refund & Payment Issues
template_v3,0.7,App Crash / UX Bug
template_v3,0.5581818181818181,Fake/Counterfeit Product
template_v3,0.5909090909090908,Refund & Payment Issues
template_v3,0.5874999999999999,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.60625,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.604,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6,Refund & Payment Issues
template_v3,0.5973684210526315,App Crash / UX Bug
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.6538461538461539,Delivery Failure
template_v3,0.6625,Delivery Failure
template_v3,0.6625,App Crash / UX Bug
template_v3,0.6142857142857143,Delivery Failure
template_v3,0.596551724137931,Refund & Payment Issues
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.55,Fake/Counterfeit Product
template_v3,0.5909090909090908,Fake/Counterfeit Product
template_v3,0.55,Delivery Failure
template_v4,0.3340909090909091,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.328125,Refund & Payment Issues
template_v4,0.3391304347826087,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3478723404255319,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.075,Delivery Failure
template_v4,0.0375,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.049999999999999996,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.06428571428571428,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.04285714285714286,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.32045454545454544,Refund & Payment Issues
template_v4,0.09000000000000001,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3,Refund & Payment Issues
template_v4,0.31666666666666665,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.3225,Refund & Payment Issues
template_v4,0.3,Refund & Payment Issues
template_v4,0.318,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.34017857142857144,Refund & Payment Issues
template_v4,0.15,Delivery Failure
template_v4,0.01730769230769231,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.15,App Crash / UX Bug
template_v4,0.1125,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.15,App Crash / UX Bug
template_v4,0.020454545454545454,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.1125,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.35,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3191489361702128,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.1125,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.045000000000000005,Fake/Counterfeit Product
template_v4,0.075,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.3415384615384615,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.05625,App Crash / UX Bug
template_v4,0.33749999999999997,Refund & Payment Issues
template_v4,0.04090909090909091,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.3214285714285714,Refund & Payment Issues
template_v4,0.1125,App Crash / UX Bug
template_v4,0.15,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.06428571428571428,App Crash / UX Bug
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.37941176470588234,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.028125,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0782608695652174,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.225,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.049999999999999996,Delivery Failure
template_v4,0.3529411764705882,Refund & Payment Issues
template_v4,0.33749999999999997,Refund & Payment Issues
template_v4,0.024999999999999998,Fake/Counterfeit Product
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.15,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.3519230769230769,Refund & Payment Issues
template_v4,0.045000000000000005,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3221311475409836,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.18000000000000002,App Crash / UX Bug
template_v4,0.049999999999999996,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.06428571428571428,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.225,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.15,App Crash / UX Bug
template_v4,0.15,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.08181818181818182,App Crash / UX Bug
