id,review_id,platform,source,lang,detected_lang,is_hinglish,content,cleaned_content,text_for_model,score,star_bucket,thumbs_up,high_engagement,review_length,at,week,year_month,app_version,kmeans_cluster,cluster_name,hdbscan_cluster,hdbscan_is_noise,umap_1,umap_2,umap_3,umap_4,umap_5,umap_6,umap_7,umap_8,umap_9,umap_10,isolation_anomaly,isolation_score,ocsvm_anomaly,ocsvm_score,tier1_critical,severity,severity_label_weak,severity_label_gold,gold_split,severity_label_ml,severity_score_ml,route_category,route_confidence,churn_risk_score,churn_risk_label,suggested_response,response_quality_score
73,479948f9-9078-481c-8cf4-78717b43af39,Myntra,google_play,en,en,False,authentic brands.,authentic brands.,authentic brands.,5,positive,0,False,2,2026-04-02 18:21:54+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,4.8539963,6.455405,0.8631533,6.0018077,2.2639015,7.1074934,5.6651006,2.5934863,3.7205818,5.111692,False,-0.117645005046748,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Refund & Payment Issues,0.8734094341974545,0.0,Low,We are sorry for this experience regarding Refund & Payment Issues. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
74,bf50ae84-306b-4e6a-b9e5-65353a28c66e,Myntra,google_play,en,en,False,very nice app,very nice app,very nice app,5,positive,0,False,3,2026-04-02 18:17:50+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,8,False,2.3083282,8.1344595,2.1714656,5.242562,2.7509484,6.523931,6.3885217,2.1340938,4.405886,6.409866,False,-0.0297969321791614,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9661848453312668,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.7
75,c8debea4-9d75-4a9b-871f-f68b2d760222,Myntra,google_play,en,sq,False,i like this,i like this,i like this,5,positive,0,False,3,2026-04-02 18:17:33+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,4,False,7.9451733,5.811662,-0.036351435,7.2049513,2.4485319,6.2938538,4.8692937,2.2688959,3.0949116,4.3613853,False,-0.0712437834408835,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.7196151916912734,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.7
76,c96c5bcc-8661-4b8a-b4d6-894fc1fe80d3,Myntra,google_play,en,en,False,best with latest,best with latest,best with latest,5,positive,0,False,3,2026-04-02 18:10:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,4,False,6.045333,6.220276,-0.11806108,6.1254106,1.914961,6.771848,5.2165923,2.5948362,3.3707438,4.4790406,False,-0.067302262139992,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.6939008923983392,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
77,6d95472b-6ee5-4a93-8930-28f31b2abb36,Myntra,google_play,en,en,False,Myntra is one of the shopping platform where all products quality is best.,myntra is one of the shopping platform where all products quality is best.,myntra is one of the shopping platform where all products quality is best.,5,positive,0,False,13,2026-04-02 18:06:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,-1,True,4.083693,7.063344,1.2323555,4.986683,2.415813,7.017714,5.728258,2.5632603,3.756239,4.8514333,False,-0.0972055024727106,False,0.0,False,GREEN,0,0,gold_eval,Low,0.9999994830007304,Fake/Counterfeit Product,0.8795667612538459,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
78,f8008285-079b-4216-93d3-6a3ad2ee6f3f,Myntra,google_play,en,en,False,perfect and economical,perfect and economical,perfect and economical,5,positive,0,False,3,2026-04-02 18:02:46+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,3,App Crash / UX Bug,4,False,6.8951755,5.8149433,-0.66094583,7.3280606,2.3499494,6.7617826,5.2263722,2.4943137,3.252249,4.4817967,False,-0.0860845391582077,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.4891934281393998,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
79,8a6c61bf-07f3-4dfc-9da7-3dd3919a2c07,Myntra,google_play,en,en,False,this myntra shoping site is very fraud site they cannot assure the product guarantee delivery and also fools us the customer so don't buy anything from myntra if customer doesn't want loss money,this myntra shoping site is very fraud site they cannot assure the product guarantee delivery and also fools us the customer so don't buy anything from myntra if customer doesn't want loss money,this myntra shoping site is very fraud site they cannot assure the product guarantee delivery and also fools us the customer so don't buy anything from myntra if customer doesn't want loss money,1,complaint,0,False,33,2026-04-02 18:00:11+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,5.4726033,3.6066604,4.382207,6.8100247,1.5835191,7.7475696,6.0161443,2.7190912,3.3520746,6.0022306,False,-0.0729553161098139,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999986906362888,Delivery Failure,0.8542961716212236,0.9766666666666668,High,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.595
80,3ae1d9c2-a6d7-4253-8d79-1b59cc764ce5,Myntra,google_play,en,en,False,very good app for shopping,very good app for shopping,very good app for shopping,5,positive,0,False,5,2026-04-02 17:56:38+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,10,False,3.2026234,7.7185817,1.4155046,4.5712285,2.501641,6.9205074,5.876967,2.4985487,3.9190586,4.95287,False,-0.0667668357878127,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.998136545016546,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.73
81,c94b89a4-6f94-4f06-b365-bd8f2f72e9e7,Myntra,google_play,en,en,False,good service and b product,good service and b product,good service and b product,5,positive,0,False,5,2026-04-02 17:53:53+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,1,False,5.287435,5.406502,1.3018736,6.624172,1.5919186,7.397419,5.8924074,2.85184,4.1461816,5.486603,False,-0.0704249192252791,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.9672697895584992,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
82,9161a1c5-7703-476b-9cee-7fcbbfdb8085,Myntra,google_play,en,en,False,waste of money i order some dresses and it was only cancelled and not refunded the money of if I call no agents were solved my queries then worst myntra don't order here please,waste of money i order some dresses and it was only cancelled and not refunded the money of if i call no agents were solved my queries then worst myntra don't order here please,waste of money i order some dresses and it was only cancelled and not refunded the money of if i call no agents were solved my queries then worst myntra don't order here please,1,complaint,0,False,34,2026-04-02 17:52:32+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,6.433013,3.2905095,4.3075643,6.686362,1.494045,7.421893,5.8492985,2.8235018,2.930334,5.6108017,False,-0.0814578984845367,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.9496823867059596,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.5800000000000001
83,04ded0e9-77cd-406d-a5e7-531b82a31816,Myntra,google_play,en,en,False,it is very nice,it is very nice,it is very nice,5,positive,0,False,4,2026-04-02 17:47:16+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,3,App Crash / UX Bug,4,False,7.386726,6.259677,-0.5175305,7.291126,2.6287324,6.5051203,4.9939933,2.301894,3.2512524,4.505709,False,-0.0739615518292188,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.9661602451773106,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
84,73c717d8-d157-4318-b575-2829930c0544,Myntra,google_play,en,en,False,good app 👍 honest review,good app honest review,good app honest review,5,positive,0,False,4,2026-04-02 17:46:05+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,2,Fake/Counterfeit Product,8,False,2.6376033,7.894461,2.003012,5.421341,2.675424,6.6653814,6.210021,2.197457,4.284654,6.1749005,False,-0.0468671005569548,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9703134675995384,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6625
85,3a44e8b4-78a6-4ad7-b654-aff4657177c5,Myntra,google_play,en,en,False,nice secure and services,nice secure and services,nice secure and services,5,positive,0,False,4,2026-04-02 17:44:37+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,1,False,5.2989473,5.373925,1.2517073,6.5138927,1.4036592,7.509475,6.0237722,3.0146601,4.3574405,5.4153457,False,-0.0332110219429783,False,0.0,False,GREEN,0,0,gold_eval,Low,0.9999994830007304,App Crash / UX Bug,0.6583701650629047,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
86,b1166091-c82b-40f8-a931-704fc12e87a9,Myntra,google_play,en,en,False,Most of the good stuff is available on this app.,most of the good stuff is available on this app.,most of the good stuff is available on this app.,4,positive,0,False,10,2026-04-02 17:43:38+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,8,False,2.5431716,8.074599,1.9884025,5.272992,2.7392688,6.684531,6.191513,2.1791232,4.2573857,6.111787,False,-0.055820324501673,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9547337915466878,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.64
87,caf289fa-bee0-4247-a01c-5c0e18da0a7d,Myntra,google_play,en,en,False,good deals compare to others websites,good deals compare to others websites,good deals compare to others websites,4,positive,0,False,6,2026-04-02 17:39:40+00:00,2026-03-30/2026-04-05,2026-04,4.2508.20,3,App Crash / UX Bug,7,False,5.319599,5.851006,1.6168138,5.736279,2.104128,7.131187,5.57092,2.6488435,3.2984931,4.8615966,False,-0.1122141900011071,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.8994634550772955,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
88,fedb5fcb-5b5f-4684-90fb-b855172640bf,Myntra,google_play,en,en,False,very beautiful bag 😍,very beautiful bag,very beautiful bag,5,positive,0,False,3,2026-04-02 17:38:58+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,-1,True,4.7340646,7.071999,1.0232106,5.6223664,2.5527973,6.8251095,5.5817885,2.5449038,3.5302162,4.8469496,False,-0.1130735892087652,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.6413487677689007,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
89,09fc07fd-f3b7-4ab8-9b52-4e157064240c,Myntra,google_play,en,en,False,myntra best for genuine product & service.,myntra best for genuine product service.,myntra best for genuine product service.,5,positive,0,False,6,2026-04-02 17:27:58+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,3,App Crash / UX Bug,1,False,5.2299414,5.561799,1.176151,6.526624,1.6797849,7.367439,5.8783207,2.8248348,4.1248956,5.4248824,False,-0.0649463902985815,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.6090968535928236,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.625
90,85f1c028-f92a-4450-9931-f2ed6a1b7371,Myntra,google_play,en,en,False,nice quality product nd vettery life is also gud of my Fastrack watch...if anybody wanna buy quality product go with Myntra,nice quality product nd vettery life is also gud of my fastrack watch...if anybody wanna buy quality product go with myntra,nice quality product nd vettery life is also gud of my fastrack watch...if anybody wanna buy quality product go with myntra,5,positive,0,False,21,2026-04-02 17:21:34+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,3,App Crash / UX Bug,6,False,5.13953,6.093798,0.41366437,6.634542,2.2777839,7.1596627,5.72731,2.5038366,3.9403617,5.30099,False,-0.1096623772103189,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.6536886640872217,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
91,693d6ad6-1797-4558-826f-79aac5349754,Myntra,google_play,en,en,False,Not good but I am giving 5 star for my review pining 😂😂😂😂,not good but i am giving 5 star for my review pining,not good but i am giving 5 star for my review pining,5,positive,0,False,12,2026-04-02 17:19:33+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,7.2572665,4.440249,2.5214841,6.693087,2.092287,6.784025,5.430193,2.4392781,2.8818026,5.0248938,False,-0.088437606756877,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Delivery Failure,0.6675833677099421,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.5909090909090908
92,5fb5a7c2-3bd2-4591-a121-4748500d0d86,Myntra,google_play,en,en,False,2 years experience,2 years experience,2 years experience,5,positive,0,False,3,2026-04-02 17:16:05+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,7.233888,5.2606936,0.90705395,7.3726325,2.6622717,6.611519,5.613913,1.9969882,3.3395069,5.5090194,False,-0.0202828556263497,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Refund & Payment Issues,0.7528735535236665,0.0033333333333333,Low,We are sorry for this experience regarding Refund & Payment Issues. Please share your order ID via in-app support so our team can resolve this quickly.,0.7749999999999999
93,f2ccda7b-3bf6-4c16-b8c8-80f32c65e0af,Myntra,google_play,en,en,True,Not going to use this app until it changes the logistics from Ekart to something else. Since Ekart is managed through Flipkart and the customer care service is very pathetic and unethical. I had to lose my 1600Rs because of the mistake done by an Ekart delivery person,not going to use this app until it changes the logistics from ekart to something else. since ekart is managed through flipkart and the customer care service is very pathetic and unethical. i had to lose my 1600rs because of the mistake done by an ekart delivery person,not going to use this app until it changes the logistics from ekart to something else. since ekart is managed through flipkart and the customer care service is very pathetic and unethical. i had to lose my 1600rs because of the mistake done by an ekart delivery person,2,complaint,0,False,48,2026-04-02 17:15:05+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,0,Delivery Failure,3,False,5.4131927,3.3637087,4.4201922,6.760773,1.3932902,7.526356,5.9894676,2.675127,3.820296,6.062355,False,-0.0938564140752254,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.6882673845693648,0.0033333333333333,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.58375
94,5fe8a4a9-ac2b-42cb-bf27-004913eb9085,Myntra,google_play,en,en,False,I have great experience.its a very good app my favourite as I got quality products from this shoping site ❤️,i have great experience.its a very good app my favourite as i got quality products from this shoping site,i have great experience.its a very good app my favourite as i got quality products from this shoping site,5,positive,0,False,19,2026-04-02 17:14:11+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,10,False,3.2522397,7.691721,1.4498664,4.7215548,2.5216963,6.9164906,5.883531,2.460251,3.939966,5.067562,False,-0.0698116046118186,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9515760566468852,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6210526315789473
95,ab5f5a02-aace-4af5-9a7f-01ea337379aa,Myntra,google_play,en,en,False,all i know is this app give 1-2 days delay in my case i was waiting for my earbuds and he comes after when i cancel and ordered same thing from Flipkart,all i know is this app give 1-2 days delay in my case i was waiting for my earbuds and he comes after when i cancel and ordered same thing from flipkart,all i know is this app give 1-2 days delay in my case i was waiting for my earbuds and he comes after when i cancel and ordered same thing from flipkart,1,complaint,0,False,32,2026-04-02 17:13:18+00:00,2026-03-30/2026-04-05,2026-04,,0,Delivery Failure,3,False,5.6436477,3.2222514,4.689315,6.5733976,1.6190792,7.226731,5.8785977,2.513592,3.6077502,5.923944,False,-0.1004511568855253,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.5460729992880493,0.0066666666666666,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.6166666666666667
96,d5b7f3b0-1d7d-4603-b6e4-a6a80a96ef83,Myntra,google_play,en,hr,False,good one.. amazing,good one.. amazing,good one.. amazing,5,positive,0,False,3,2026-04-02 17:08:26+00:00,2026-03-30/2026-04-05,2026-04,4.2501.20,3,App Crash / UX Bug,4,False,7.535709,5.706714,-0.79780805,7.6537433,2.4054902,6.4378653,4.854629,2.3803008,3.2943819,4.278368,False,-0.0637217150909087,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.6941034849175253,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
97,2272dc68-8116-4728-adce-c9675115bc17,Myntra,google_play,en,en,False,over all good experience,over all good experience,over all good experience,4,positive,0,False,4,2026-04-02 17:02:43+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,7.18583,5.291114,0.87019193,7.3852224,2.6628115,6.6293526,5.6340666,1.9945977,3.3755429,5.536186,False,-0.0210455678056364,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.8067468971128402,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.6625
98,18e9442b-e9bf-45df-90d5-47e15bb300d8,Myntra,google_play,en,en,True,Myntra app was Worst and fraud app while i purchase a induction stove in this Myntra app it was delivered to me as a damaged condition I raise a ticket with that day only But customer support was worst take time so longer to solve the issue at the time exchange and return period was completed after that they reply to me its not our side problem it's a transit problem there is no exchange and return this product very bad and worst experience I got and it is online scam app,myntra app was worst and fraud app while i purchase a induction stove in this myntra app it was delivered to me as a damaged condition i raise a ticket with that day only but customer support was worst take time so longer to solve the issue at the time exchange and return period was completed after that they reply to me its not our side problem it's a transit problem there is no exchange and return this product very bad and worst experience i got and it is online scam app,myntra app was worst and fraud app while i purchase a induction stove in this myntra app it was delivered to me as a damaged condition i raise a ticket with that day only but customer support was worst take time so longer to solve the issue at the time exchange and return period was completed after that they reply to me its not our side problem it's a transit problem there is no exchange and return this product very bad and worst experience i got and it is online scam app,1,complaint,0,False,92,2026-04-02 16:58:50+00:00,2026-03-30/2026-04-05,2026-04,,0,Delivery Failure,3,False,5.193893,3.3021796,5.060895,6.605386,1.7215012,7.4939084,6.008376,2.502724,3.46108,6.124285,False,-0.087932857973944,False,0.0,False,GREEN,2,2,gold_eval,High,0.9999986906362888,Delivery Failure,0.6712273054887861,0.96,High,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.6008064516129032
99,5e105b3f-362e-4399-a545-52d475cc5937,Myntra,google_play,en,fr,False,excellent app,excellent app,excellent app,5,positive,0,False,2,2026-04-02 16:55:58+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,8,False,2.333866,8.061817,2.2564242,5.3275156,2.7493467,6.5370746,6.4050007,2.0926898,4.414841,6.489498,False,-0.0265355911047112,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.942658815306734,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.7749999999999999
100,3cfef2d3-7705-4ae3-bddb-a48d8897b519,Myntra,google_play,en,en,False,best App I'm really happy with this app🥰🥰💖,best app i'm really happy with this app,best app i'm really happy with this app,5,positive,0,False,8,2026-04-02 16:55:36+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,8,False,2.4024003,8.0205145,2.2519088,5.1774616,2.8243332,6.9281454,6.06166,2.0428367,4.336014,6.0436482,False,-0.0501159304742296,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9955387840915656,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6625
101,f35eb7bb-4f9a-4836-85db-7415fbbe773e,Myntra,google_play,en,en,False,"Amazing shopping experience on Myntra. The app is smooth, products are stylish, delivery is quick, and return process is also easy. Highly recommended.","amazing shopping experience on myntra. the app is smooth, products are stylish, delivery is quick, and return process is also easy. highly recommended.","amazing shopping experience on myntra. the app is smooth, products are stylish, delivery is quick, and return process is also easy. highly recommended.",5,positive,0,False,23,2026-04-02 16:52:54+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,2,Fake/Counterfeit Product,10,False,3.404992,7.608872,1.3761597,4.728955,2.502458,6.918921,5.854466,2.4925776,3.8982265,4.9819384,False,-0.0769487467451911,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9374945223086154,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6142857142857143
102,0ab61b86-918b-4985-96ff-732de4d14c48,Myntra,google_play,en,en,False,wonderful app. loved it,wonderful app. loved it,wonderful app. loved it,5,positive,0,False,4,2026-04-02 16:46:43+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,8,False,2.1765172,8.246769,2.4428542,5.1518106,2.926952,6.774181,6.261279,1.9575095,4.4338613,6.3577766,False,-0.0049588229326167,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9562092847262684,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6625
103,ee8fdf8c-d953-4238-8330-1c5681d6e91a,Myntra,google_play,en,en,False,"Good app, I got original products every time.","good app, i got original products every time.","good app, i got original products every time.",4,positive,0,False,8,2026-04-02 16:45:04+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,8,False,2.8615732,7.7422748,1.942973,5.29866,2.7170508,6.947367,5.982584,2.172062,4.184885,5.817818,False,-0.0644166035488875,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.958727193409929,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.60625
104,3cf35c5c-54d2-4735-87d6-dd631f9aab86,Myntra,google_play,en,cy,False,good offers,good offers,good offers,5,positive,0,False,2,2026-04-02 16:44:33+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,3,App Crash / UX Bug,7,False,5.460822,5.8691893,1.3597066,5.8928294,1.9377675,7.194256,5.612249,2.7549353,3.4551187,4.8693576,False,-0.091246936957242,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.9761545238405012,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
105,9a3cd46b-5e56-4ada-a42e-f8689bcda7f6,Myntra,google_play,en,en,False,Very good experience,very good experience,very good experience,5,positive,0,False,3,2026-04-02 16:42:32+00:00,2026-03-30/2026-04-05,2026-04,4.2603.20,3,App Crash / UX Bug,-1,True,7.1364155,5.2848816,0.8495756,7.4027576,2.640104,6.6609697,5.664772,2.014342,3.4171174,5.5683503,False,-0.0226533365723788,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.943923664387306,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.7
106,93535047-4c33-4cab-8b85-d4642ad600f3,Myntra,google_play,en,en,False,they are maintaining good quality,they are maintaining good quality,they are maintaining good quality,5,positive,0,False,5,2026-04-02 16:42:13+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,3,App Crash / UX Bug,-1,True,5.6888113,5.977137,0.15622398,6.744375,2.2394638,7.0057197,5.5863633,2.5182333,3.7209587,5.0452123,False,-0.1027286117922863,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.9067914298659494,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.64
107,0face18c-a62b-4d1e-9e5a-6657c0fc350c,Myntra,google_play,en,en,False,best wishes,best wishes,best wishes,5,positive,0,False,2,2026-04-02 16:37:34+00:00,2026-03-30/2026-04-05,2026-04,4.2602.22,3,App Crash / UX Bug,-1,True,7.1518884,5.9452,0.14425997,6.461748,2.0100722,6.344137,4.9800916,2.456395,3.1945674,4.192134,False,-0.0760426087982732,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,App Crash / UX Bug,0.7080532045408544,0.0,Low,We are sorry for this experience regarding App Crash / UX Bug. Please share your order ID via in-app support so our team can resolve this quickly.,0.55
108,71a5c72a-c6b2-4bd9-8b12-c1f47b10fe79,Myntra,google_play,en,en,False,just amazing always love to do online purchasing in this app,just amazing always love to do online purchasing in this app,just amazing always love to do online purchasing in this app,5,positive,0,False,11,2026-04-02 16:33:28+00:00,2026-03-30/2026-04-05,2026-04,,2,Fake/Counterfeit Product,10,False,3.1534576,7.774599,1.4603239,4.620326,2.51308,6.906548,5.905544,2.4741557,3.9610531,5.0553627,False,-0.0644053850966541,False,0.0,False,GREEN,0,0,train,Low,0.9999994830007304,Fake/Counterfeit Product,0.9664271436858698,0.0,Low,We are sorry for this experience regarding Fake/Counterfeit Product. Please share your order ID via in-app support so our team can resolve this quickly.,0.6727272727272727
110,340710fa-83f8-4888-bbf2-bf9b1bb56d63,Myntra,google_play,en,en,True,very bad behaviour of custer care executive cut my call at mid as I me we transfer my call to senior executive. and cut the call waste my time multiple time,very bad behaviour of custer care executive cut my call at mid as i me we transfer my call to senior executive. and cut the call waste my time multiple time,very bad behaviour of custer care executive cut my call at mid as i me we transfer my call to senior executive. and cut the call waste my time multiple time,1,complaint,0,False,31,2026-04-02 16:26:55+00:00,2026-03-30/2026-04-05,2026-04,4.2603.10,0,Delivery Failure,3,False,6.087521,3.2677276,3.8918567,6.9246483,1.2123091,7.5650554,5.9484143,2.8970528,3.68654,5.804318,False,-0.0928291983747366,False,0.0,False,GREEN,1,1,train,Medium,0.9999989142869108,Delivery Failure,0.9295282194395136,0.0,Low,We are sorry for this experience regarding Delivery Failure. Please share your order ID via in-app support so our team can resolve this quickly.,0.56875
